Orden;Prog.;Maquina;Turno;Notificado;Fecha
14:05;O3000;W1;3;FALSO;4/09/2024
14:10;O3000;W1;3;FALSO;4/09/2024
14:15;O3000;W1;3;FALSO;4/09/2024
14:20;O3000;W1;3;FALSO;4/09/2024
14:25;O3000;W1;3;FALSO;4/09/2024
14:30;O3000;W1;3;FALSO;4/09/2024
14:35;O3000;W1;3;FALSO;4/09/2024
14:40;O3000;W1;3;FALSO;4/09/2024
14:45;O3000;W1;3;FALSO;4/09/2024
14:50;O3000;W1;3;FALSO;4/09/2024
