Banco_Alias;Fecha;Turno;Material;Moldes_Reales;Ciclos;Indicador_Molde
B600;16/01/2022;1;O3000;1;10;1
B600;16/01/2022;1;O3000;1;10;4
B600;16/01/2022;1;O3000;1;10;5
B600;16/01/2022;2;O3000;1;10;1
B600;16/01/2022;2;O3000;1;10;4
B600;16/01/2022;2;O3000;1;10;5
B600;16/01/2022;3;O3000;1;10;1
B600;16/01/2022;3;O3000;1;10;4
B600;16/01/2022;3;O3000;1;10;5
