Banco_Alias;Fecha;Turno;Material;Moldes_Reales;Ciclos;Indicador_Molde
B600;6/10/2023;1;O2909;1;30;16-30
B600;6/10/2023;2;O3000;1;30;1-15
B600;6/10/2023;2;O2909;1;30;16-30
B600;6/10/2023;3;O3000;1;30;1-15
B600;6/10/2023;3;O2909;1;30;16-30
B600;6/10/2023;1;O3000;1;30;1-15
B600;6/10/2023;1;O2909;1;30;16-30
B600;6/10/2023;2;O3000;1;30;1-15
B600;6/10/2023;2;O2909;1;30;16-30
B600;6/10/2023;3;O3000;1;30;1-15
B600;6/10/2023;3;O2909;1;30;16-30
